DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Vict Age,Premis Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON
211507896,04-11-2021 0.00,11-07-2020 0.00,845,15,N Hollywood,1502,354,31,SINGLE FAMILY DWELLING,354,7800    BEEMAN                       AV,,34.2124,-118.4092
201516622,10/21/2020 12:00:00 AM,10/18/2020 12:00:00 AM,1845,15,N Hollywood,1521,230,32,SIDEWALK,230,ATOLL                        AV,N  GAULT,34.1993,-118.4203
240913563,12-10-2024 0.00,10/30/2020 12:00:00 AM,1240,9,Van Nuys,933,354,30,SINGLE FAMILY DWELLING,354,14600    SYLVAN                       ST,,34.1847,-118.4509
210704711,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,1310,7,Wilshire,782,331,47,STREET,331,6000    COMEY                        AV,,34.0339,-118.3747
201418201,10-03-2020 0.00,09/29/2020 12:00:00 AM,1830,14,Pacific,1454,420,63,ALLEY,420,4700    LA VILLA MARINA,,33.9813,-118.435
240412063,12-11-2024 0.00,11-11-2020 0.00,1210,4,Hollenbeck,429,354,35,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",354,5300    CRONUS                       ST,,34.083,-118.1678
240317069,12/16/2024 12:00:00 AM,04/16/2020 12:00:00 AM,1350,3,Southwest,396,354,21,SINGLE FAMILY DWELLING,354,900 W  40TH                         PL,,34.01,-118.29
201115217,10/29/2020 12:00:00 AM,07-07-2020 0.00,1400,11,Northeast,1133,812,14,YARD (RESIDENTIAL/BUSINESS),812,3000    ACRESITE                     ST,,34.1107,-118.2589
241708596,04/20/2024 12:00:00 AM,03-02-2020 0.00,1200,17,Devonshire,1729,354,43,SINGLE FAMILY DWELLING,354,17700    SIMONDS                      ST,,34.2763,-118.521
242113813,12/18/2024 12:00:00 AM,09-01-2020 0.00,900,21,Topanga,2196,354,57,SINGLE FAMILY DWELLING,354,20900    MARMORA                      ST,,34.1493,-118.5886
240605846,02-06-2024 0.00,06/20/2020 12:00:00 AM,1,6,Hollywood,657,812,13,SINGLE FAMILY DWELLING,812,1000 N  RIDGEWOOD                    PL,,34.0878,-118.3146
242014110,12/18/2024 12:00:00 AM,11/17/2020 12:00:00 AM,1320,20,Olympic,2023,354,34,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",354,400 S  ARDMORE                      AV,,34.0672,-118.3016
202113531,09-06-2020 0.00,09-05-2020 0.00,1500,21,Topanga,2149,510,0,PARKING LOT,510,19700    VANOWEN                      ST,,34.1938,-118.5631
201710725,07-03-2020 0.00,07-02-2020 0.00,500,17,Devonshire,1762,310,0,OTHER BUSINESS,310,9500    COZYCROFT                    AV,,34.2427,-118.582
201406733,02/16/2020 12:00:00 AM,02/13/2020 12:00:00 AM,2300,14,Pacific,1406,330,32,GARAGE/CARPORT,330,3300    MOTOR                        AV,,34.024,-118.409
201405970,02-01-2020 0.00,02-01-2020 0.00,1658,14,Pacific,1494,440,39,TRANSPORTATION FACILITY (AIRPORT),440,300    WORLD                        WY,,33.944,-118.4073
201820230,11-08-2020 0.00,11-08-2020 0.00,730,18,Southeast,1844,626,26,STREET,626,108TH                        ST,AVALON                       AV,33.9383,-118.2652
201707577,03/20/2020 12:00:00 AM,03/20/2020 12:00:00 AM,1320,17,Devonshire,1752,624,21,RESTAURANT/FAST FOOD,624,20900    DEVONSHIRE                   ST,,34.2572,-118.5885
201514848,09-04-2020 0.00,08/17/2020 12:00:00 AM,400,15,N Hollywood,1549,310,0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,11100    CUMPSTON                     ST,,34.17,-118.3722
201405023,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,1850,14,Pacific,1435,310,37,SINGLE FAMILY DWELLING,310,3500    PURDUE                       AV,,34.0158,-118.4258
211306997,03-09-2021 0.00,11-01-2020 0.00,1800,13,Newton,1313,440,37,SINGLE FAMILY DWELLING,440,700 E  18TH                         ST,,34.0283,-118.2562
201405778,01/27/2020 12:00:00 AM,01/20/2020 12:00:00 AM,1540,14,Pacific,1494,440,34,TRANSPORTATION FACILITY (AIRPORT),440,600    WORLD                        WY,,33.943,-118.4035
202005291,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,545,20,Olympic,2038,440,0,OTHER BUSINESS,440,3100    WILSHIRE                     BL,,34.0618,-118.2891
201715737,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1200,17,Devonshire,1777,310,69,SINGLE FAMILY DWELLING,310,9700    VALJEAN                      AV,,34.2467,-118.4872
201608553,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1730,16,Foothill,1622,230,14,PARK/PLAYGROUND,230,10900    HADDON                       AV,,34.2685,-118.4364
202006163,02/14/2020 12:00:00 AM,02-11-2020 0.00,1600,20,Olympic,2033,745,24,"VEHICLE, PASSENGER/TRUCK",745,3700    WILSHIRE                     BL,,34.0617,-118.3066
202009677,05/13/2020 12:00:00 AM,05/13/2020 12:00:00 AM,900,20,Olympic,2042,520,36,STREET,520,900 S  WILTON                       PL,,34.0559,-118.3142
201915689,10/15/2020 12:00:00 AM,10/15/2020 12:00:00 AM,305,19,Mission,1918,740,35,PARKING LOT,740,13600    FOOTHILL                     BL,,34.3069,-118.4297
201918078,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,1111,19,Mission,1983,210,19,PARKING LOT,210,8300 N  SEPULVEDA                    BL,,34.2214,-118.4677
202013248,08-09-2020 0.00,08-09-2020 0.00,2250,20,Olympic,2069,626,43,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",626,1200 S  WESTMORELAND                 AV,,34.0495,-118.2891
202011749,07-04-2020 0.00,06/26/2020 12:00:00 AM,700,20,Olympic,2021,740,48,"VEHICLE, PASSENGER/TRUCK",740,4100 W  6TH                          ST,,34.0633,-118.3141
201811813,05/28/2020 12:00:00 AM,05/25/2020 12:00:00 AM,200,18,Southeast,1851,510,0,STREET,510,MENLO                        AV,130TH                        ST,33.9144,-118.2894
201809657,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,1550,18,Southeast,1871,626,49,SINGLE FAMILY DWELLING,626,800 W  ROSECRANS                    AV,,33.9019,-118.2893
201409975,04/22/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1930,14,Pacific,1446,330,43,STREET,330,VENICE                       BL,INGLEWOOD                    BL,34.0056,-118.4301
201819653,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,1000,18,Southeast,1831,740,22,"VEHICLE, PASSENGER/TRUCK",740,600 W  ATHENS                       BL,,33.9213,-118.2847
201911106,06/18/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1908,19,Mission,1995,230,19,STREET,230,14600    BLYTHE                       ST,,34.2152,-118.451
201819475,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,2250,18,Southeast,1871,230,39,STREET,230,800 W  148TH                        ST,,33.8983,-118.2896
202106474,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,1835,21,Topanga,2187,230,58,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",230,21700    VENTURA                      BL,,34.1683,-118.6007
202115676,11-05-2020 0.00,11-03-2020 0.00,330,21,Topanga,2158,310,46,OTHER BUSINESS,310,6300    CANOGA                       AV,,34.1849,-118.5974
201416348,08/30/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1200,14,Pacific,1453,510,0,PARKING LOT,510,4000    GLENCOE                      AV,,33.9918,-118.4446
201420586,11/20/2020 12:00:00 AM,11/18/2020 12:00:00 AM,630,14,Pacific,1403,420,33,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",420,11200    SARDIS                       AV,,34.0296,-118.4306
201504263,01-05-2020 0.00,01-05-2020 0.00,1300,15,N Hollywood,1527,330,23,PARKING LOT,330,11000    VICTORY                      BL,,34.1867,-118.3703
202013922,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,830,20,Olympic,2031,440,21,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",440,700 S  MANHATTAN                    PL,,34.0581,-118.3102
201615829,12/19/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1500,16,Foothill,1684,210,0,STREET,210,7900    LAUREL CANYON                BL,,34.2139,-118.3965
201908231,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,2000,19,Mission,1998,906,28,PARKING LOT,906,7800    NOLLAN                       PL,,34.2128,-118.445
220614831,08/18/2022 12:00:00 AM,08/17/2020 12:00:00 AM,1200,6,Hollywood,666,354,28,SIDEWALK,354,1900    TRANSIENT,,34.0944,-118.3277
201420127,11-10-2020 0.00,11-08-2020 0.00,1300,14,Pacific,1487,480,34,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",480,8800 S  SEPULVEDA                    BL,,33.9568,-118.3962
201810632,05-04-2020 0.00,05-04-2020 0.00,1530,18,Southeast,1804,624,18,SIDEWALK,624,MANCHESTER                   AV,AVALON                       BL,33.9602,-118.2651
202115664,11-05-2020 0.00,09-03-2020 0.00,1400,21,Topanga,2139,668,30,OTHER BUSINESS,668,19700    SHERMAN                      WY,,34.2011,-118.5713
202013106,08-06-2020 0.00,08-06-2020 0.00,530,20,Olympic,2011,440,51,SINGLE FAMILY DWELLING,440,100 S  WILTON                       PL,,34.0728,-118.3135
201908682,04-12-2020 0.00,04-12-2020 0.00,2221,19,Mission,1961,627,11,HOTEL,627,9400    SEPULVEDA                    BL,,34.2427,-118.4702
201419812,11-06-2020 0.00,11-06-2020 0.00,1910,14,Pacific,1435,740,48,PARKING LOT,740,12100    VENICE                       BL,,34.0039,-118.4334
210404224,01-04-2021 0.00,12/27/2020 12:00:00 AM,1130,4,Hollenbeck,438,310,61,OTHER RESIDENCE,310,2900    WARWICK                      AV,,34.0785,-118.1661
202105280,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1800,21,Topanga,2189,420,0,STREET,420,20500    VENTURA                      BL,,34.1683,-118.5787
201904694,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2130,19,Mission,1901,510,0,STREET,510,FOOTHILL,BALBOA,34.3193,-118.4871
210205056,01-12-2021 0.00,10/14/2020 12:00:00 AM,1200,2,Rampart,237,354,37,BAR/SPORTS BAR (OPEN DAY & NIGHT),354,300    WELCOME                      ST,,34.0656,-118.2621
202011797,07-06-2020 0.00,07-04-2020 0.00,2030,20,Olympic,2002,740,0,GAS STATION,740,4600    BEVERLY                      BL,,34.0799,-118.3113
201407385,02-03-2020 0.00,02-02-2020 0.00,2000,14,Pacific,1449,330,31,PARKING UNDERGROUND/BUILDING,330,3800    MCLAUGHLIN                   AV,,34.0086,-118.4246
211104687,01/21/2021 12:00:00 AM,01/21/2020 12:00:00 AM,300,11,Northeast,1151,745,0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),745,4800 W  SUNSET                       BL,,34.0982,-118.2943
201513536,08-05-2020 0.00,08-04-2020 0.00,730,15,N Hollywood,1557,510,0,STREET,510,4900    CARTWRIGHT                   AV,,34.1595,-118.3637
201313153,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,930,13,Newton,1395,210,0,CELL PHONE STORE,210,400 E  FLORENCE                     AV,,33.9784,-118.263
201713754,09/29/2020 12:00:00 AM,08-01-2020 0.00,1200,17,Devonshire,1767,354,74,SINGLE FAMILY DWELLING,354,9600    ONEAL                        CT,,34.245,-118.5289
201513294,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,2010,15,N Hollywood,1591,930,57,SHOPPING MALL (COMMON AREA),930,12200 W  VENTURA                      BL,,34.1432,-118.3986
201817027,09-10-2020 0.00,09-10-2020 0.00,2145,18,Southeast,1827,230,53,ALLEY,230,95TH                         ST,ANZAC,33.9506,-118.2375
201610419,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,2000,16,Foothill,1642,420,36,STREET,420,13000    GLAMIS                       ST,,34.2555,-118.4185
201910095,05/21/2020 12:00:00 AM,03/17/2020 12:00:00 AM,317,19,Mission,1902,420,31,PARKING LOT,420,15100    ROXFORD                      ST,,34.3198,-118.4622
201316902,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,300,13,Newton,1361,510,0,STREET,510,300 W  47TH                         ST,,34.0011,-118.2789
201416213,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1640,14,Pacific,1427,624,68,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",624,3300 S  SEPULVEDA                    BL,,34.0226,-118.4248
201817878,09/27/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1930,18,Southeast,1863,341,50,"PORCH, RESIDENTIAL",341,11600    AVALON                       BL,,33.9283,-118.2652
202104312,01-07-2020 0.00,01-05-2020 0.00,1330,21,Topanga,2172,440,39,OTHER BUSINESS,440,23200    VENTURA                      BL,,34.1626,-118.6309
202013579,08/18/2020 12:00:00 AM,08/13/2020 12:00:00 AM,100,20,Olympic,2014,860,49,SINGLE FAMILY DWELLING,860,4000 W  2ND                          ST,,34.0712,-118.3016
201404274,01-05-2020 0.00,01-04-2020 0.00,2219,14,Pacific,1476,956,62,SINGLE FAMILY DWELLING,956,6400 W  84TH                         ST,,33.9629,-118.3993
201812009,06-02-2020 0.00,06-02-2020 0.00,400,18,Southeast,1803,510,0,STREET,510,8700 S  SAN PEDRO                    ST,,33.9591,-118.2695
201817357,09-12-2020 0.00,09-12-2020 0.00,30,18,Southeast,1871,930,21,STREET,930,ROSECRANS,VERMONT,33.9019,-118.2916
231808869,04-04-2023 0.00,12-01-2020 0.00,2300,18,Southeast,1826,354,41,SINGLE FAMILY DWELLING,354,9900    COMPTON                      AV,,33.9467,-118.2463
201516878,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,400,15,N Hollywood,1543,210,28,STREET,210,CHANDLER,HERMITAGE,34.1687,-118.4003
201412163,06-11-2020 0.00,06-11-2020 0.00,350,14,Pacific,1472,330,47,STREET,330,200    REES                         ST,,33.9569,-118.4473
202113353,08/31/2020 12:00:00 AM,08/31/2020 12:00:00 AM,1700,21,Topanga,2111,900,37,SINGLE FAMILY DWELLING,900,23000    SATICOY                      ST,,34.213,-118.6458
201917640,12-02-2020 0.00,12-02-2020 0.00,1140,19,Mission,1913,624,37,STREET,624,14900    POLK                         ST,,34.3089,-118.4613
201914494,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,700,19,Mission,1907,230,68,DAM/RESERVOIR,230,GLADSTONE,NEWTON,34.299,-118.4153
201904416,01-08-2020 0.00,01-08-2020 0.00,2100,19,Mission,1991,624,27,RESTAURANT/FAST FOOD,624,8200 N  SEPULVEDA                    BL,,34.2184,-118.4698
201419844,11-06-2020 0.00,11-06-2020 0.00,1745,14,Pacific,1431,624,17,OTHER/OUTSIDE,624,OCEAN FRONT WALK,MARKET                       ST,33.9874,-118.4741
202108355,04/17/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1600,21,Topanga,2183,510,0,DRIVEWAY,510,22600    QUINTA                       RD,,34.1531,-118.6194
201517126,11-02-2020 0.00,10/30/2020 12:00:00 AM,1230,15,N Hollywood,1557,310,47,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,4900    VINELAND                     AV,,34.159,-118.3703
201809081,04-02-2020 0.00,04-02-2020 0.00,1630,18,Southeast,1842,624,60,DRIVEWAY,624,100 W  IMPERIAL                     HY,,33.9347,-118.2761
201321853,12/29/2020 12:00:00 AM,12/27/2020 12:00:00 AM,1800,13,Newton,1354,510,0,STREET,510,4200    WOODLAWN                     AV,,34.0066,-118.2728
201805731,02-01-2020 0.00,02-01-2020 0.00,1330,18,Southeast,1822,626,31,SINGLE FAMILY DWELLING,626,10100 S  BROADWAY,,33.9447,-118.2784
202018701,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,150,20,Olympic,2069,626,52,PARKING LOT,626,2300 W  PICO                         BL,,34.0499,-118.2879
202017008,11-10-2020 0.00,11-07-2020 0.00,1700,20,Olympic,2029,310,0,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,310,2900    WILSHIRE                     BL,,34.0652,-118.2878
201508263,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1630,15,N Hollywood,1515,624,46,DRIVEWAY,624,6900    SIMPSON                      AV,,34.1958,-118.3889
201311118,05/20/2020 12:00:00 AM,05/19/2020 12:00:00 AM,1830,13,Newton,1393,330,29,SINGLE FAMILY DWELLING,330,100 W  71ST                         ST,,33.9756,-118.2739
201816741,09-05-2020 0.00,09-05-2020 0.00,1740,18,Southeast,1824,648,0,"VEHICLE, PASSENGER/TRUCK",648,102ND                        ST,MCKINLEY,33.944,-118.2609
201604649,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1700,16,Foothill,1687,440,50,STREET,440,OLINDA,GOLDEN STATE,34.2178,-118.373
202112082,07/28/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1400,21,Topanga,2183,901,29,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",901,23100    AVENUE SAN LUIS,,34.1615,-118.6311
201806232,02-09-2020 0.00,02-08-2020 0.00,1800,18,Southeast,1824,420,0,STREET,420,700 E  97TH                         ST,,33.9484,-118.263
201711611,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,2130,17,Devonshire,1752,626,46,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",626,20800    LASSEN                       ST,,34.2536,-118.5913
201411760,05/27/2020 12:00:00 AM,05/26/2020 12:00:00 AM,2100,14,Pacific,1453,331,50,DRIVEWAY,331,4000    TIVOLI                       AV,,33.9925,-118.4402
202116043,11/17/2020 12:00:00 AM,10/31/2020 12:00:00 AM,1300,21,Topanga,2156,420,0,PARKING LOT,420,6600    TOPANGA CANYON               BL,,34.1904,-118.6059
201811570,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1610,18,Southeast,1801,624,53,STREET,624,MANCHESTER                   AV,MAIN                         ST,33.9555,-118.2871
201913374,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1100,19,Mission,1984,740,24,"VEHICLE, PASSENGER/TRUCK",740,8600    CEDROS                       AV,,34.2265,-118.4565
201317392,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,2100,13,Newton,1341,740,40,"VEHICLE, PASSENGER/TRUCK",740,MARTIN LUTHER KING JR        BL,MAIN                         ST,34.0112,-118.274
201509791,05-09-2020 0.00,05-09-2020 0.00,1530,15,N Hollywood,1525,420,0,PARKING UNDERGROUND/BUILDING,420,11800    VICTORY                      BL,,34.1867,-118.3899
202011800,07-06-2020 0.00,07-04-2020 0.00,1800,20,Olympic,2021,330,59,GARAGE/CARPORT,330,4600 W  3RD                          ST,,34.069,-118.3154
202114356,09/30/2020 12:00:00 AM,09/29/2020 12:00:00 AM,1730,21,Topanga,2157,510,0,GARAGE/CARPORT,510,6500    INDEPENDENCE                 AV,,34.1889,-118.5905
201518230,12-02-2020 0.00,11/17/2020 12:00:00 AM,900,15,N Hollywood,1557,440,25,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",440,10800    MAGNOLIA                     BL,,34.1649,-118.3665
202018006,12-04-2020 0.00,12-03-2020 0.00,1800,20,Olympic,2026,350,23,STREET,350,3RD                          ST,CATALINA,34.0691,-118.2954
201313980,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,150,13,Newton,1375,624,24,STREET,624,56TH,CENTRAL,33.9921,-118.2559
230110144,04-04-2023 0.00,07-03-2020 0.00,900,1,Central,182,354,25,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",354,1100 S  GRAND                        AV,,34.0415,-118.262
201315254,08-09-2020 0.00,08-09-2020 0.00,1830,13,Newton,1343,626,19,PARKING LOT,626,4000 S  CENTRAL                      AV,,34.0114,-118.2624
201812631,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,331,18,Southeast,1846,230,19,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",230,11200    PARMELEE                     AV,,33.9326,-118.2502
201420929,11/29/2020 12:00:00 AM,11/28/2020 12:00:00 AM,2100,14,Pacific,1473,330,32,STREET,330,8200    ZITOLA                       TR,,33.9589,-118.4418
201501007,10-09-2020 0.00,10-09-2020 0.00,2045,15,N Hollywood,1502,230,35,SINGLE FAMILY DWELLING,230,12600    SOLVANG                      ST,,34.2105,-118.4087
201513596,08-07-2020 0.00,08-06-2020 0.00,2000,15,N Hollywood,1543,903,80,STREET,903,5300    WILKINSON                    AV,,34.1667,-118.4042
201418530,10-10-2020 0.00,10-10-2020 0.00,442,14,Pacific,1474,310,24,GARAGE/CARPORT,310,7900    ALTAVAN                      AV,,33.9663,-118.4212
201713253,09/15/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1305,17,Devonshire,1776,510,0,STREET,510,16700    LABRADOR                     ST,,34.2493,-118.4965
201908696,04/13/2020 12:00:00 AM,04-12-2020 0.00,700,19,Mission,1902,420,0,STREET,420,14500    WILLOWGREEN                  LN,,34.3206,-118.4506
201716043,12-06-2020 0.00,12-05-2020 0.00,600,17,Devonshire,1712,330,44,STREET,330,11600    PORTER VALLEY                DR,,34.2812,-118.5516
202116223,11/13/2020 12:00:00 AM,05/31/2020 12:00:00 AM,255,21,Topanga,2157,330,42,STREET,330,6700    DE SOTO                      AV,,34.1915,-118.5884
201818296,10-05-2020 0.00,10-04-2020 0.00,2200,18,Southeast,1839,510,0,STREET,510,2300 E  108TH                        ST,,33.9371,-118.2307
202100938,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,500,21,Topanga,2138,236,40,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",236,20400    SHERMAN                      WY,,34.2011,-118.5794
201400766,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,226,14,Pacific,1479,740,48,STREET,740,8500    OSAGE                        AV,,33.9604,-118.3788
201421233,12-05-2020 0.00,12-05-2020 0.00,1750,14,Pacific,1494,626,23,TRANSPORTATION FACILITY (AIRPORT),626,500    WORLD WAY,,33.9427,-118.4052
201904941,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1535,19,Mission,1988,626,23,STREET,626,WENTWORTH,CANTERBURY,34.2284,-118.4232
202115878,11-10-2020 0.00,11-10-2020 0.00,1300,21,Topanga,2158,624,25,HEALTH SPA/GYM,624,DE SOTO,VICTORY,34.1884,-118.5884
201408953,03/28/2020 12:00:00 AM,03/23/2020 12:00:00 AM,230,14,Pacific,1469,330,28,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",330,6900    KITTYHAWK                    AV,,33.9754,-118.3722
202010333,05/27/2020 12:00:00 AM,05/13/2020 12:00:00 AM,1,20,Olympic,2036,354,27,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",354,600 S  BERENDO                      ST,,34.0608,-118.2941
202010419,06-01-2020 0.00,05-08-2020 0.00,1500,20,Olympic,2015,330,53,STREET,330,W  1ST,VERMONT                      AV,34.0728,-118.2917
201311628,05/31/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1100,13,Newton,1364,310,65,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),310,4400    HOOPER                       AV,,33.9994,-118.2543
201411615,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2136,14,Pacific,1432,330,41,STREET,330,600    MILWOOD                      AV,,33.9909,-118.4646
202017562,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,530,20,Olympic,2024,220,52,HEALTH SPA/GYM,220,3600 W  6TH                          ST,,34.0636,-118.3016
201316012,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,615,13,Newton,1309,310,0,OTHER BUSINESS,310,2300 E  WASHINGTON                   BL,,34.019,-118.2315
201708526,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1340,17,Devonshire,1785,745,46,SINGLE FAMILY DWELLING,745,18700    NORDHOFF                     ST,,34.2355,-118.5404
201821470,12-01-2020 0.00,11/29/2020 12:00:00 AM,2030,18,Southeast,1804,220,70,PATIO*,220,800 E  87TH                         ST,,33.9593,-118.2608
202007827,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1820,20,Olympic,2013,760,0,SIDEWALK,760,100 S  OXFORD                       AV,,34.0737,-118.3079
201713116,09-11-2020 0.00,09-11-2020 0.00,130,17,Devonshire,1794,310,0,RESTAURANT/FAST FOOD,310,8500    RESEDA                       BL,,34.2246,-118.5361
202005893,02-09-2020 0.00,02-06-2020 0.00,2000,20,Olympic,2069,341,23,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",341,1200 S  WESTMORELAND                 AV,,34.049,-118.2891
201500883,07-11-2020 0.00,07-11-2020 0.00,430,15,N Hollywood,1535,946,0,STREET,946,LANKERSHIM,BURBANK,34.1722,-118.3793
201711615,07/27/2020 12:00:00 AM,07-07-2020 0.00,1200,17,Devonshire,1756,341,43,SINGLE FAMILY DWELLING,341,10000    LOUISE                       AV,,34.2523,-118.5111
201707807,03/29/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1255,17,Devonshire,1716,310,0,SINGLE FAMILY DWELLING,310,12000    BRADFORD                     PL,,34.2891,-118.5037
201311277,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1346,13,Newton,1362,230,22,PARKING LOT,230,4900 S  SAN PEDRO                    ST,,33.9985,-118.2696
201907628,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1530,19,Mission,1974,420,66,PARKING LOT,420,14500    NORDHOFF                     ST,,34.2354,-118.4481
202011768,07-05-2020 0.00,07-05-2020 0.00,1030,20,Olympic,2033,624,28,MARKET,624,600 S  WESTERN                      AV,,34.0568,-118.3091
201416833,09-07-2020 0.00,09-07-2020 0.00,2200,14,Pacific,1487,761,50,RESTAURANT/FAST FOOD,761,8600    LA TIJERA                    BL,,33.9596,-118.3917
201908081,03/26/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1200,19,Mission,1966,901,25,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",901,9100    WAKEFIELD                    AV,,34.2354,-118.4481
201815237,08-08-2020 0.00,08-08-2020 0.00,840,18,Southeast,1821,510,0,STREET,510,CENTURY                      ST,FIGUEROA                     ST,33.9455,-118.2826
201917175,11/21/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2200,19,Mission,1913,510,0,STREET,510,12900    SAN FERNANDO                 RD,,34.3049,-118.4658
202005694,02-05-2020 0.00,02-03-2020 0.00,900,20,Olympic,2079,626,29,"PORCH, RESIDENTIAL",626,1300 S  VERMONT                      AV,,34.0468,-118.2916
201811840,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1540,18,Southeast,1839,626,25,SINGLE FAMILY DWELLING,626,10800    WEIGAND                      AV,,33.937,-118.2302
201913906,08/29/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1600,19,Mission,1907,510,0,STREET,510,13200 W  LEACH                        ST,,34.3102,-118.4213
202117181,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,230,21,Topanga,2107,946,63,STREET,946,DE SOTO,ROSCOE,34.2199,-118.5885
201418155,10-03-2020 0.00,10-03-2020 0.00,30,14,Pacific,1407,888,50,OTHER BUSINESS,888,10000    NATIONAL                     BL,,34.0291,-118.4036
201806085,02-05-2020 0.00,02-05-2020 0.00,1525,18,Southeast,1822,666,25,SINGLE FAMILY DWELLING,666,100 E  94TH                         ST,,33.9511,-118.2739
