DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Vict Age,Premis Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON
240707544,03/25/2024 12:00:00 AM,04/16/2020 12:00:00 AM,1200,7,Wilshire,782,354,53,SINGLE FAMILY DWELLING,354,5700    COLOGNE                      ST,,34.0385,-118.3681
201713562,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1810,17,Devonshire,1775,341,26,OTHER BUSINESS,341,NORDHOFF                     ST,BALBOA                       AV,34.2357,-118.5025
201800812,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1925,18,Southeast,1846,761,37,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",761,11200    ALVARO                       ST,,33.931,-118.2532
201917106,11/19/2020 12:00:00 AM,04-06-2020 0.00,1627,19,Mission,1985,668,44,PARKING LOT,668,8500    VAN NUYS                     BL,,34.225,-118.4488
201714760,09/29/2020 12:00:00 AM,09/16/2020 12:00:00 AM,845,17,Devonshire,1727,354,60,SINGLE FAMILY DWELLING,354,10900    WYSTONE                      AV,,34.2696,-118.5465
202108902,05-03-2020 0.00,05-03-2020 0.00,1220,21,Topanga,2107,902,27,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",902,21000    ROSCOE                       BL,,34.2234,-118.5932
202017672,11/27/2020 12:00:00 AM,11/27/2020 12:00:00 AM,300,20,Olympic,2026,740,0,RESTAURANT/FAST FOOD,740,400 S  VERMONT                      AV,,34.0672,-118.2941
202104062,01-02-2020 0.00,01-02-2020 0.00,1140,21,Topanga,2143,442,28,DEPARTMENT STORE,442,6400    FALLBROOK                    AV,,34.1883,-118.6274
201915742,10/16/2020 12:00:00 AM,10/16/2020 12:00:00 AM,945,19,Mission,1908,745,71,NURSING/CONVALESCENT/RETIREMENT HOME,745,12800    MACLAY                       ST,,34.3039,-118.4131
202008355,04-07-2020 0.00,04-03-2020 0.00,1600,20,Olympic,2033,310,0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,800 S  HARVARD                      BL,,34.0581,-118.3066
201607402,03/24/2020 12:00:00 AM,03/23/2020 12:00:00 AM,2000,16,Foothill,1656,745,49,"VEHICLE, PASSENGER/TRUCK",745,8600    APPERSON                     ST,,34.2561,-118.3201
201606289,02/24/2020 12:00:00 AM,02-12-2020 0.00,1300,16,Foothill,1643,649,0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",649,10500    SAN FERNANDO                 RD,,34.2609,-118.4167
202015684,10-09-2020 0.00,10-09-2020 0.00,1100,20,Olympic,2036,624,2,SIDEWALK,624,VERMONT,WILSHIRE,34.0618,-118.2917
201415855,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,100,14,Pacific,1425,480,49,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",480,3100 S  BARRINGTON                   AV,,34.021,-118.4373
202010636,06-06-2020 0.00,06-05-2020 0.00,1900,20,Olympic,2022,330,72,PARKING UNDERGROUND/BUILDING,330,300 S  GRAMERCY                     PL,,34.069,-118.3128
202114216,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,1307,21,Topanga,2148,850,13,SINGLE FAMILY DWELLING,850,20200    VANOWEN                      ST,,34.1938,-118.5725
201812287,06-08-2020 0.00,06-08-2020 0.00,1450,18,Southeast,1832,901,47,OTHER PREMISE,901,99TH                         ST,BROADWAY,33.9401,-118.2761
201408316,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1820,14,Pacific,1415,624,52,CLOTHING STORE,624,1400    LINCOLN                      BL,,33.9978,-118.4605
202109678,05-08-2020 0.00,05-08-2020 0.00,1240,21,Topanga,2189,420,35,PARKING LOT,420,20600    VENTURA                      BL,,34.1679,-118.5804
201904784,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,120,19,Mission,1902,230,37,STREET,230,DRONFIELD                    AV,COBALT                       ST,34.321,-118.4542
201312837,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,2120,13,Newton,1362,250,40,STREET,250,51ST                         ST,TOWNE                        AV,33.9966,-118.2674
201605963,02/17/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1800,16,Foothill,1623,420,0,STREET,420,VAN NUYS                     BL,RALSTON                      AV,34.2667,-118.4213
201317750,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1215,13,Newton,1395,624,24,SIDEWALK,624,300 E  FLORENCE                     AV,,33.9784,-118.263
202109647,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,700,21,Topanga,2107,626,28,SINGLE FAMILY DWELLING,626,8300    VARIEL                       AV,,34.2199,-118.5929
201317581,09/27/2020 12:00:00 AM,09/27/2020 12:00:00 AM,300,13,Newton,1333,510,0,STREET,510,600 E  29TH                         ST,,34.0194,-118.2635
201407723,03-04-2020 0.00,02/21/2020 12:00:00 AM,1130,14,Pacific,1474,480,20,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,480,00    LMU                          DR,,33.9666,-118.4236
202017737,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,1850,20,Olympic,2062,210,21,PARKING LOT,210,3100 W  PICO                         BL,,34.0506,-118.3127
201810535,04/27/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1100,18,Southeast,1842,745,64,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",745,100 W  112TH                        ST,,33.933,-118.2739
201505648,02-03-2020 0.00,02-03-2020 0.00,30,15,N Hollywood,1543,330,30,PARKING UNDERGROUND/BUILDING,330,5300    BELLINGHAM                   AV,,34.1667,-118.3992
201817542,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,1835,18,Southeast,1862,230,20,STREET,230,100 E  LANZIT                       AV,,33.9294,-118.2739
201608190,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,1420,16,Foothill,1669,330,32,PARKING LOT,330,6500    FOOTHILL                     BL,,34.2449,-118.2733
201314371,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1915,13,Newton,1346,761,41,SIDEWALK,761,1300 E  42ND                         ST,,34.0076,-118.2521
201417498,09/20/2020 12:00:00 AM,06/18/2020 12:00:00 AM,1500,14,Pacific,1463,310,22,PUBLIC STORAGE,310,12600 W  JEFFERSON                    BL,,33.9788,-118.4151
201711285,07/20/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1500,17,Devonshire,1781,740,0,PARKING LOT,740,20500    NORDHOFF                     ST,,34.2318,-118.5803
201908951,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,940,19,Mission,1963,624,52,SINGLE FAMILY DWELLING,624,14800    PLUMMER                      ST,,34.2454,-118.4505
201414575,07/25/2020 12:00:00 AM,05/31/2020 12:00:00 AM,1457,14,Pacific,1437,354,66,SINGLE FAMILY DWELLING,354,3700    TULLER                       AV,,34.0129,-118.4184
201817658,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1700,18,Southeast,1802,930,38,SINGLE FAMILY DWELLING,930,300 W  90TH                         ST,,33.9551,-118.2782
202117339,12/23/2020 12:00:00 AM,12/22/2020 12:00:00 AM,152,21,Topanga,2107,648,0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",648,21300    ROSCOE                       BL,,34.2234,-118.5932
201415829,08/20/2020 12:00:00 AM,08/15/2020 12:00:00 AM,930,14,Pacific,1454,310,42,SINGLE FAMILY DWELLING,310,13100    MINDANAO                     WY,,33.9855,-118.4373
201510186,05/18/2020 12:00:00 AM,05/17/2020 12:00:00 AM,2030,15,N Hollywood,1508,330,32,STREET,330,CRANER,VALERIO,34.2048,-118.3692
201714587,10/23/2020 12:00:00 AM,10/22/2020 12:00:00 AM,1550,17,Devonshire,1739,888,28,SINGLE FAMILY DWELLING,888,10800    SWINTON                      AV,,34.2663,-118.4859
202109901,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1115,21,Topanga,2156,354,69,DEPARTMENT STORE,354,6700    TOPANGA CANYON               BL,,34.1926,-118.6059
202011410,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,612,20,Olympic,2093,210,36,STREET,210,WASHINGTON,NORMANDIE,34.04,-118.3008
201511382,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,745,15,N Hollywood,1596,310,80,PUBLIC STORAGE,310,10800 W  VENTURA                      BL,,34.1387,-118.3658
201421100,12-02-2020 0.00,12-02-2020 0.00,1200,14,Pacific,1456,888,32,SINGLE FAMILY DWELLING,888,12300    CULVER                       BL,,0,0
201407846,03-06-2020 0.00,03-01-2020 0.00,900,14,Pacific,1464,320,40,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",320,12600    BLUFF CREEK                  DR,,33.9759,-118.4101
201318225,10-09-2020 0.00,10-09-2020 0.00,1400,13,Newton,1362,310,25,SINGLE FAMILY DWELLING,310,100 E  51ST                         ST,,33.9965,-118.274
201505984,02-09-2020 0.00,02-09-2020 0.00,2130,15,N Hollywood,1515,625,35,PARKING LOT,625,6800    MORELLA                      AV,,34.194,-118.39
202015554,10-06-2020 0.00,10-02-2020 0.00,400,20,Olympic,2024,310,0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,600 S  NORMANDIE                    AV,,34.0636,-118.3047
201509496,05-03-2020 0.00,05-02-2020 0.00,2200,15,N Hollywood,1526,510,0,STREET,510,11400    CALVERT                      ST,,34.1813,-118.379
201608672,05-02-2020 0.00,05-02-2020 0.00,100,16,Foothill,1612,946,23,STREET,946,PINNEY                       ST,DE FOE                       ST,34.2728,-118.4149
212004013,01-01-2021 0.00,12/25/2020 12:00:00 AM,300,20,Olympic,2017,310,46,SINGLE FAMILY DWELLING,310,100 S  BERENDO                      ST,,34.0691,-118.2941
201911560,06/29/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1930,19,Mission,1998,440,42,PARKING LOT,440,7800    VAN NUYS                     BL,,34.2153,-118.4409
201316621,09-07-2020 0.00,09-06-2020 0.00,1930,13,Newton,1324,740,53,"VEHICLE, PASSENGER/TRUCK",740,1300 E  21ST                         ST,,34.0221,-118.2519
201417629,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1419,14,Pacific,1435,930,41,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",930,3700    MCLAUGHLIN                   AV,,34.0098,-118.4255
201916744,11-09-2020 0.00,11-09-2020 0.00,1812,19,Mission,1982,231,44,STREET,231,SEPULVEDA                    BL,PARTHENIA                    ST,34.2283,-118.4677
201518818,12/19/2020 12:00:00 AM,12/19/2020 12:00:00 AM,30,15,N Hollywood,1501,330,38,PARKING LOT,330,13400    SATICOY                      ST,,34.2087,-118.4247
201805169,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,2330,18,Southeast,1838,420,47,SINGLE FAMILY DWELLING,420,10400    WILMINGTON                   AV,,33.9415,-118.239
201916691,11-08-2020 0.00,11-08-2020 0.00,155,19,Mission,1935,310,0,PUBLIC STORAGE,310,15200    BRAND                        BL,,34.2719,-118.4592
202117288,12/22/2020 12:00:00 AM,12/21/2020 12:00:00 AM,2330,21,Topanga,2155,310,21,SINGLE FAMILY DWELLING,310,6000    FLAME TREE                   LN,,34.18,-118.61
201815121,08-11-2020 0.00,08-10-2020 0.00,315,18,Southeast,1805,236,59,SINGLE FAMILY DWELLING,236,200 E  92ND                         ST,,33.9529,-118.2717
201510885,06-04-2020 0.00,05/31/2020 12:00:00 AM,1200,15,N Hollywood,1539,420,0,DRIVEWAY,420,5600    STROHM                       AV,,34.1722,-118.3594
201912373,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,250,19,Mission,1985,888,0,BANK,888,8500    VAN NUYS                     BL,,34.225,-118.4488
201918132,12/15/2020 12:00:00 AM,11-04-2020 0.00,1200,19,Mission,1958,354,57,SINGLE FAMILY DWELLING,354,14100    JOUETT                       ST,,34.2485,-118.4408
211410570,04/28/2021 12:00:00 AM,08/15/2020 12:00:00 AM,1310,14,Pacific,1496,668,0,OTHER BUSINESS,668,9700    AIRPORT                      BL,,33.9472,-118.3909
202009544,05-09-2020 0.00,05-09-2020 0.00,1120,20,Olympic,2079,624,53,SIDEWALK,624,2400 W  PICO                         BL,,34.0473,-118.2891
202012052,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1050,20,Olympic,2024,230,22,OTHER BUSINESS,230,3700    WILSHIRE                     BL,,34.0636,-118.3047
201916688,11-08-2020 0.00,11-08-2020 0.00,155,19,Mission,1935,310,0,PUBLIC STORAGE,310,15200    BRAND                        BL,,34.2719,-118.4592
201504316,01-07-2020 0.00,01-06-2020 0.00,2200,15,N Hollywood,1543,510,0,STREET,510,12400    WEDDINGTON                   ST,,34.1667,-118.403
201711693,07/27/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1615,17,Devonshire,1777,354,24,OTHER BUSINESS,354,9500    DEBRA                        AV,,34.2438,-118.4899
201804821,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1615,18,Southeast,1844,230,20,STREET,230,1100 E  112TH                        ST,,33.9328,-118.2576
230208225,03/28/2023 12:00:00 AM,03/28/2020 12:00:00 AM,1450,2,Rampart,237,354,20,SINGLE FAMILY DWELLING,354,200    WITMER                       ST,,34.061,-118.2615
211105244,02-06-2021 0.00,06/16/2020 12:00:00 AM,1115,11,Northeast,1139,354,28,SHOPPING MALL (COMMON AREA),354,5700    BENNER                       ST,,34.1069,-118.1923
202113514,09-05-2020 0.00,06-06-2020 0.00,2040,21,Topanga,2169,901,33,SINGLE FAMILY DWELLING,901,6200    OAKDALE                      AV,,34.1824,-118.5648
201805094,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,130,18,Southeast,1822,901,63,SINGLE FAMILY DWELLING,901,200 W  103RD                        ST,,33.9428,-118.2775
221806331,02/15/2022 12:00:00 AM,04-10-2020 0.00,815,18,Southeast,1802,440,28,MTA BUS,440,200 W  MANCHESTER                   AV,,33.9601,-118.2768
201314222,07/20/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1200,13,Newton,1344,510,0,STREET,510,800 E  41ST                         ST,,34.0092,-118.2616
210605981,02/17/2021 12:00:00 AM,06/19/2020 12:00:00 AM,1115,6,Hollywood,666,442,0,OTHER BUSINESS,442,1200    VINE                         ST,,34.0926,-118.3266
201511026,06-08-2020 0.00,06-08-2020 0.00,600,15,N Hollywood,1509,626,45,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,626,10700    SHERMAN                      WY,,34.2029,-118.3664
201414970,08-05-2020 0.00,08-05-2020 0.00,1530,14,Pacific,1445,745,52,STREET,745,12400    WASHINGTON                   PL,,33.9989,-118.4369
210804011,12/31/2020 12:00:00 AM,12/30/2020 12:00:00 AM,1900,8,West LA,827,310,61,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,700 S  WESTGATE                     AV,,34.0531,-118.4694
201514673,09-01-2020 0.00,09-01-2020 0.00,1000,15,N Hollywood,1566,903,26,STREET,903,10900    WHIPPLE                      ST,,34.1481,-118.3673
202018481,12/16/2020 12:00:00 AM,12-11-2020 0.00,2230,20,Olympic,2001,331,69,STREET,331,4900    ELMWOOD                      AV,,34.0785,-118.3146
201907463,03-10-2020 0.00,03-10-2020 0.00,2315,19,Mission,1972,230,54,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",230,8900    COLUMBUS                     AV,,34.2319,-118.4654
202012843,07/30/2020 12:00:00 AM,07/30/2020 12:00:00 AM,2215,20,Olympic,2014,624,43,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,624,NORMANDIE                    AV,3RD                          ST,34.069,-118.3004
202010868,06/13/2020 12:00:00 AM,06-12-2020 0.00,1900,20,Olympic,2045,331,46,PARKING UNDERGROUND/BUILDING,331,800    FEDORA                       ST,,34.0577,-118.2976
201705966,02/14/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1625,17,Devonshire,1751,440,53,PARKING LOT,440,9900    TOPANGA CANYON               BL,,34.25,-118.606
201910788,06-11-2020 0.00,06-01-2020 0.00,1800,19,Mission,1959,420,0,STREET,420,10000    LEV                          AV,,34.2523,-118.4354
201807597,03-02-2020 0.00,03-02-2020 0.00,2250,18,Southeast,1801,624,29,SINGLE FAMILY DWELLING,624,8700    DENVER                       AV,,33.9587,-118.2839
201813156,06/27/2020 12:00:00 AM,06/25/2020 12:00:00 AM,700,18,Southeast,1862,510,0,STREET,510,100 E  119TH                        ST,,33.9247,-118.2739
202105251,01/28/2020 12:00:00 AM,01/21/2020 12:00:00 AM,2015,21,Topanga,2156,343,26,DEPARTMENT STORE,343,6600    TOPANGA CANYON               BL,,34.1905,-118.6059
201908060,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,1500,19,Mission,1907,420,39,STREET,420,13500    HERRON                       ST,,34.3148,-118.4269
201811977,06-01-2020 0.00,06-01-2020 0.00,1027,18,Southeast,1836,210,0,STREET,210,1500 E  104TH                        PL,,33.9415,-118.2483
201517797,11/22/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2130,15,N Hollywood,1539,626,46,SINGLE FAMILY DWELLING,626,10400    CALIFA                       ST,,34.1779,-118.3586
201422307,12/29/2020 12:00:00 AM,12/28/2020 12:00:00 AM,2100,14,Pacific,1456,480,33,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",480,4400 S  CENTINELA                    AV,,33.994,-118.4248
202016666,11-02-2020 0.00,11-01-2020 0.00,1,20,Olympic,2069,330,38,STREET,330,11TH,VERMONT,34.0508,-118.2916
201409601,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1740,14,Pacific,1435,230,18,SINGLE FAMILY DWELLING,230,3600 S  BARRINGTON                   AV,,34.0113,-118.4298
201317255,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,105,13,Newton,1364,624,26,GAS STATION,624,4400 S  CENTRAL                      AV,,34.003,-118.2565
202110575,06/17/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1900,21,Topanga,2155,510,0,PARKING LOT,510,6300    RANDI                        AV,,34.1847,-118.6103
201610112,06/17/2020 12:00:00 AM,06/17/2020 12:00:00 AM,1030,16,Foothill,1621,745,48,"VEHICLE, PASSENGER/TRUCK",745,LAUREL CANYON                BL,PAXTON                       ST,34.2647,-118.4384
201912929,08-05-2020 0.00,08-04-2020 0.00,1900,19,Mission,1999,510,0,STREET,510,8000    VENTURA CANYON               AV,,34.2157,-118.4287
201517533,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,100,15,N Hollywood,1538,510,0,STREET,510,5600    FULCHER                      AV,,34.1722,-118.373
202014434,09-09-2020 0.00,09-09-2020 0.00,100,20,Olympic,2005,745,30,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",745,500 N  NORMANDIE                    AV,,34.0799,-118.3025
211104016,01-01-2021 0.00,12/31/2020 12:00:00 AM,415,11,Northeast,1184,330,41,YARD (RESIDENTIAL/BUSINESS),330,1700    LUCRETIA                     AV,,34.0833,-118.2538
211705777,02-11-2021 0.00,08-11-2020 0.00,1200,17,Devonshire,1794,649,0,DRUG STORE,649,8500    RESEDA                       BL,,34.2246,-118.5361
211304641,01/15/2021 12:00:00 AM,12/17/2020 12:00:00 AM,2000,13,Newton,1309,510,0,STREET,510,2400    ENTERPRISE                   ST,,34.0276,-118.2293
211204903,11/13/2020 12:00:00 AM,11/13/2020 12:00:00 AM,2325,12,77th Street,1258,624,47,LAUNDROMAT,624,7400 S  MAIN                         ST,,33.9727,-118.2739
201421341,12-08-2020 0.00,12-07-2020 0.00,1430,14,Pacific,1409,510,0,STREET,510,3600    CARDIFF                      AV,,34.0272,-118.3977
201811179,05/15/2020 12:00:00 AM,04/30/2020 12:00:00 AM,610,18,Southeast,1841,331,58,STREET,331,700 W  106TH                        ST,,33.9399,-118.2869
201416107,08/22/2020 12:00:00 AM,08/22/2020 12:00:00 AM,1100,14,Pacific,1449,354,33,CYBERSPACE,354,3800    MCLAUGHLIN                   AV,,34.0084,-118.4243
201710557,06/29/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1955,17,Devonshire,1747,440,0,PARKING LOT,440,16800    DEVONSHIRE                   ST,,34.2612,-118.4957
201515229,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,745,15,N Hollywood,1505,510,0,PARKING LOT,510,11400    SHERMAN                      WY,,34.2012,-118.379
202114844,10/15/2020 12:00:00 AM,10/13/2020 12:00:00 AM,900,21,Topanga,2137,510,0,STREET,510,20800    RUNNYMEDE                    ST,,34.2054,-118.5881
201800716,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1200,18,Southeast,1839,230,27,STREET,230,10600    WEIGAND                      AV,,33.9398,-118.2297
211706188,03-03-2021 0.00,06/28/2020 12:00:00 AM,945,17,Devonshire,1767,354,48,CYBERSPACE,354,9700    AMIGO                        AV,,34.2463,-118.5379
201913271,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,944,19,Mission,1921,236,20,MOTEL,236,12800    ENCINITAS                    AV,,34.3024,-118.477
201416190,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1145,14,Pacific,1437,440,0,OTHER BUSINESS,440,3700 S  SEPULVEDA                    BL,,34.0146,-118.4185
202111058,06/30/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1330,21,Topanga,2129,230,39,GARAGE/CARPORT,230,19800    SATICOY                      ST,,34.2143,-118.5666
201818327,10-05-2020 0.00,10-04-2020 0.00,1900,18,Southeast,1822,330,55,STREET,330,9400 S  FIGUEROA                     ST,,33.9501,-118.2827
201415882,08/21/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1735,14,Pacific,1431,624,28,SIDEWALK,624,00    HORIZON                      AV,,33.9883,-118.474
201500639,02/20/2020 12:00:00 AM,02/19/2020 12:00:00 AM,1845,15,N Hollywood,1562,354,47,STREET,354,4500    LAUREL CANYON                BL,,34.1533,-118.4058
201514331,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,1500,15,N Hollywood,1504,740,36,SINGLE FAMILY DWELLING,740,11900    SATICOY                      ST,,34.2085,-118.3925
201614059,10/19/2020 12:00:00 AM,10/16/2020 12:00:00 AM,1720,16,Foothill,1651,354,32,SINGLE FAMILY DWELLING,354,9900    HADDON                       AV,,34.2455,-118.4177
201315599,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,2305,13,Newton,1323,930,50,SIDEWALK,930,CENTRAL                      AV,23RD                         ST,34.0208,-118.2539
201907613,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,5,19,Mission,1959,624,67,SINGLE FAMILY DWELLING,624,10000    BARTEE                       AV,,34.2522,-118.4339
201314354,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1250,13,Newton,1375,624,60,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",624,1300 E  56TH                         ST,,33.992,-118.2499
201913501,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1115,19,Mission,1917,888,54,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",888,13100    BROMONT                      AV,,34.3088,-118.4353
201415136,08-07-2020 0.00,08-06-2020 0.00,2100,14,Pacific,1431,480,60,POST OFFICE,480,RIALTO                       AV,RIVIERA                      AV,33.989,-118.469
201712353,07/31/2020 12:00:00 AM,07/30/2020 12:00:00 AM,15,17,Devonshire,1794,740,48,OTHER PREMISE,740,GARDEN GROVE                 AV,NAPA                         ST,34.2265,-118.5296
201711714,07/30/2020 12:00:00 AM,07/20/2020 12:00:00 AM,1500,17,Devonshire,1737,440,92,OTHER BUSINESS,440,16800    SAN FERNANDO MISSION         BL,,34.272,-118.4978
202110266,06-08-2020 0.00,01-10-2020 0.00,1800,21,Topanga,2197,310,49,SINGLE FAMILY DWELLING,310,4800    NOMAD                        DR,,34.1593,-118.5682
201313346,07-04-2020 0.00,07-02-2020 0.00,1900,13,Newton,1371,901,28,SINGLE FAMILY DWELLING,901,100 W  57TH                         ST,,33.9906,-118.2745
201505162,01/24/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1000,15,N Hollywood,1526,341,41,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",341,6400    TROOST                       AV,,34.1867,-118.3865
210911096,06/30/2021 12:00:00 AM,06/27/2020 12:00:00 AM,1530,9,Van Nuys,923,661,49,SINGLE FAMILY DWELLING,661,6600    TOBIAS                       AV,,34.1907,-118.452
201411523,05/28/2020 12:00:00 AM,05/27/2020 12:00:00 AM,1730,14,Pacific,1494,623,0,STREET,623,100    WORLD                        WY,,33.9451,-118.4029
202005488,02-01-2020 0.00,02-01-2020 0.00,1100,20,Olympic,2019,626,23,SIDEWALK,626,3RD                          ST,JUANITA,34.0691,-118.2894
210704053,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,400,7,Wilshire,722,310,31,GARAGE/CARPORT,310,100 N  CROFT                        AV,,34.0745,-118.3742
201906223,02/14/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1230,19,Mission,1985,626,49,FURNITURE STORE,626,14600    PARTHENIA                    ST,,34.2268,-118.4499
201610282,06/22/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1700,16,Foothill,1676,624,22,SIDEWALK,624,NETTLETON                    ST,TERHUNE                      AV,34.2249,-118.3644
201419658,11-03-2020 0.00,11-03-2020 0.00,1405,14,Pacific,1445,624,36,SIDEWALK,624,12700    PACIFIC                      AV,,33.9993,-118.4397
201314589,07/28/2020 12:00:00 AM,07/27/2020 12:00:00 AM,2200,13,Newton,1343,210,57,STREET,210,42ND                         PL,AVALON                       BL,34.0114,-118.2624
211504705,01/19/2021 12:00:00 AM,12/14/2020 12:00:00 AM,900,15,N Hollywood,1503,330,54,SINGLE FAMILY DWELLING,330,6600    BELLINGHAM                   AV,,34.1903,-118.3988
201416310,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,2300,14,Pacific,1412,624,22,SIDEWALK,624,SUNSET                       AV,MAIN                         ST,33.9945,-118.4763
202015629,10-08-2020 0.00,10-08-2020 0.00,1258,20,Olympic,2091,930,27,STREET,930,20TH                         ST,WESTERN                      AV,34.0388,-118.309
201316395,09-02-2020 0.00,09-01-2020 0.00,1600,13,Newton,1395,310,0,JUNIOR HIGH SCHOOL,310,6600 S  SAN PEDRO                    ST,,33.9788,-118.2696
201312961,06/27/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1730,13,Newton,1331,230,43,STREET,230,31ST                         ST,BROADWAY,34.0214,-118.2723
201313400,07-05-2020 0.00,07-05-2020 0.00,1200,13,Newton,1309,510,0,STREET,510,WILSON,OLYMPIC,34.0265,-118.2348
201613910,10/16/2020 12:00:00 AM,10/16/2020 12:00:00 AM,130,16,Foothill,1687,626,62,SINGLE FAMILY DWELLING,626,7900    CLEON                        AV,,34.2139,-118.3681
202117439,12/26/2020 12:00:00 AM,12/22/2020 12:00:00 AM,2000,21,Topanga,2189,440,35,SINGLE FAMILY DWELLING,440,20300    DELITA                       DR,,34.1618,-118.577
201917616,12-02-2020 0.00,12-01-2020 0.00,2200,19,Mission,1966,510,0,STREET,510,9300    WOODMAN                      AV,,34.2386,-118.4464
201518546,12-10-2020 0.00,12-10-2020 0.00,1030,15,N Hollywood,1585,442,0,OTHER BUSINESS,442,10900    VENTURA                      BL,,34.143,-118.3727
201714041,10-01-2020 0.00,09/29/2020 12:00:00 AM,120,17,Devonshire,1781,331,41,OTHER/OUTSIDE,331,20900    GRESHAM                      ST,,34.2306,-118.5895
